timestamp,signal,value,label,true_ttf
200,heap_free,8112,normal,
200,heap_used,0,normal,
200,loop_latency,0,normal,
301,heap_free,8112,normal,
301,heap_used,0,normal,
301,loop_latency,0,normal,
401,heap_free,8112,normal,
401,heap_used,0,normal,
402,loop_latency,1,normal,
502,heap_free,8112,normal,
502,heap_used,0,normal,
502,loop_latency,0,normal,
603,heap_free,8112,normal,
603,heap_used,0,normal,
603,loop_latency,0,normal,
703,heap_free,8112,normal,
703,heap_used,0,normal,
704,loop_latency,1,normal,
804,heap_free,8112,normal,
804,heap_used,0,normal,
804,loop_latency,0,normal,
905,heap_free,8112,normal,
905,heap_used,0,normal,
905,loop_latency,0,normal,
1005,heap_free,8112,normal,
1006,heap_used,0,normal,
1006,loop_latency,1,normal,
1106,heap_free,8112,normal,
1106,heap_used,0,normal,
1106,loop_latency,0,normal,
1207,heap_free,8112,normal,
1207,heap_used,0,normal,
1207,loop_latency,0,normal,
1308,heap_free,8112,normal,
1308,heap_used,0,normal,
1308,loop_latency,0,normal,
1408,heap_free,8112,normal,
1408,heap_used,0,normal,
1409,loop_latency,1,normal,
1509,heap_free,8112,normal,
1509,heap_used,0,normal,
1509,loop_latency,0,normal,
1610,heap_free,8112,normal,
1610,heap_used,0,normal,
1610,loop_latency,0,normal,
1710,heap_free,8112,normal,
1710,heap_used,0,normal,
1711,loop_latency,1,normal,
1811,heap_free,8112,normal,
1811,heap_used,0,normal,
1811,loop_latency,0,normal,
1912,heap_free,8112,normal,
1912,heap_used,0,normal,
1912,loop_latency,0,normal,
2012,heap_free,8112,normal,
2013,heap_used,0,normal,
2013,loop_latency,1,normal,
2113,heap_free,8112,normal,
2113,heap_used,0,normal,
2113,loop_latency,0,normal,
2214,heap_free,8112,normal,
2214,heap_used,0,normal,
2214,loop_latency,0,normal,
2315,heap_free,8112,normal,
2315,heap_used,0,normal,
2315,loop_latency,0,normal,
2415,heap_free,8112,normal,
2415,heap_used,0,normal,
2416,loop_latency,1,normal,
2516,heap_free,8112,normal,
2516,heap_used,0,normal,
2516,loop_latency,0,normal,
2617,heap_free,8112,normal,
2617,heap_used,0,normal,
2617,loop_latency,0,normal,
2717,heap_free,8112,normal,
2717,heap_used,0,normal,
2718,loop_latency,1,normal,
2818,heap_free,8112,normal,
2818,heap_used,0,normal,
2818,loop_latency,0,normal,
2919,heap_free,8112,normal,
2919,heap_used,0,normal,
2919,loop_latency,0,normal,
3019,heap_free,8112,normal,
3020,heap_used,0,normal,
3020,loop_latency,1,normal,
3120,heap_free,8112,normal,
3120,heap_used,0,normal,
3120,loop_latency,0,normal,
3221,heap_free,8112,normal,
3221,heap_used,0,normal,
3221,loop_latency,0,normal,
3322,heap_free,8112,normal,
3322,heap_used,0,normal,
3322,loop_latency,0,normal,
3422,heap_free,8112,normal,
3422,heap_used,0,normal,
3423,loop_latency,1,normal,
3523,heap_free,8112,normal,
3523,heap_used,0,normal,
3523,loop_latency,0,normal,
3624,heap_free,8112,normal,
3624,heap_used,0,normal,
3624,loop_latency,0,normal,
3724,heap_free,8112,normal,
3725,heap_used,0,normal,
3725,loop_latency,1,normal,
3825,heap_free,8112,normal,
3825,heap_used,0,normal,
3825,loop_latency,0,normal,
3926,heap_free,8112,normal,
3926,heap_used,0,normal,
3926,loop_latency,0,normal,
4026,heap_free,8112,normal,
4027,heap_used,0,normal,
4027,loop_latency,1,normal,
4127,heap_free,8112,normal,
4127,heap_used,0,normal,
4127,loop_latency,0,normal,
4228,heap_free,8112,normal,
4228,heap_used,0,normal,
4228,loop_latency,0,normal,
4329,heap_free,8112,normal,
4329,heap_used,0,normal,
4329,loop_latency,0,normal,
4429,heap_free,8112,normal,
4429,heap_used,0,normal,
4430,loop_latency,1,normal,
4530,heap_free,8112,normal,
4530,heap_used,0,normal,
4530,loop_latency,0,normal,
4631,heap_free,8112,normal,
4631,heap_used,0,normal,
4631,loop_latency,0,normal,
